benchmark             pass                 MDE                  DV                      MEE                  EV                      delta                    delta %
sglib-listinsertsort  switchconv           0.20847711009674993  0.0001414364545366145   0.2089734610627084   8.75792915855956e-05    0.0004963509659584586    0.23808415500776672%
sglib-rbtree          inline_param         0.17535611088587502  2.780984205576421e-05   0.17577493080129158  2.6082808754258457e-05  0.0004188199154165628    0.23883964653455303%
crc32                 switchconv           0.3387827966155626   7.367954951382089e-05   0.3396014334208958   7.412578738566374e-05   0.0008186368053332282    0.24164060675790014%
nettle-des            switchconv           0.3653674273210625   0.00037132780421443703  0.3662503925621043   0.00042677342900687194  0.000882965241041811     0.24166501308446287%
fac                   profile              0.3757597652908958   0.008721435959519647    0.3766679562637083   0.010356835889377934    0.0009081909728125281    0.24169457634971875%
fft                   forwprop             0.45069908486372906  0.0014127083764133618   0.451803118011396    0.0007552644004583725   0.0011040331476669385    0.24496014852143488%
janne_complex         inline_param         0.32017899828579166  0.0001233844094769436   0.3209848734114028   8.254926987573084e-05   0.000805875125611144     0.2516951861070601%
nettle-arcfour        profile_estimate     0.19853993170825     4.048569997346179e-05   0.1990400312065138   2.670344477753133e-05   0.0005000994982638229    0.25188862208268914%
sqrt                  switchconv           0.3665077255561668   7.880707230998602e-05   0.3674365439175626   8.98756407531235e-05    0.0009288183613958001    0.2534239517015201%
lms                   switchconv           0.1978886037498958   3.701130067271296e-05   0.1983982413125208   3.0763573406083943e-05  0.0005096375626249816    0.25753760093688566%
qurt                  emutls               0.2930972557514166   6.018997829012838e-05   0.2938582705057709   4.095455507065689e-05   0.0007610147543543055    0.2596458136065736%
dtoa                  ealias               0.1812281945558125   0.0001586446815435256   0.18169985186216667  5.53704362099071e-05    0.00047165730635417846   0.26025603108291356%
ctl-stack             esra                 0.11769942874860417  1.0529949561352029e-05  0.11800821016870833  1.0571996685975262e-05  0.0003087814201041539    0.26234742461128197%
slre                  early_optimizations  0.2594491782474583   0.00012487242035597363  0.26013145580683344  0.00012506563636640764  0.0006822775593751662    0.2629715630567237%
expint                emutls               0.2064091479343124   3.3394716849028405e-05  0.20695664798458333  2.8782228720176045e-05  0.0005475000502709326    0.26524989601970983%
minver                eipa_sra             0.30055483981558334  7.625023936600931e-05   0.301359208317125    9.442504779002425e-05   0.0008043685015416413    0.2676278651959794%
bs                    eipa_sra             0.3840501423353542   0.0008641367956880746   0.38509145259616656  0.0006943154929066961   0.0010413102608123337    0.2711391420089768%
duff                  inline_param         0.3884198960165417   0.0003293874577253479   0.38950179029856946  0.00014247801089435115  0.0010818942820277622    0.2785372976830433%
strstr                einline              0.22965757368975007  4.8466285885223494e-05  0.2303062561541042   7.527205297014679e-05   0.0006486824643541222    0.28245637795966744%
recursion             fre                  0.5409205599779792   0.008781054674111555    0.5424499413335417   0.009262890052803943    0.0015293813555625757    0.2827367766580802%
mergesort             release_ssa          0.2940172151430417   0.0001294825990743362   0.29485159168177083  0.00020248530315385754  0.0008343765387291424    0.28378492678505635%
nettle-arcfour        switchconv           0.19862933816364584  3.134258508682873e-05   0.19920067450025003  2.8737909907058753e-05  0.0005713363366041946    0.2876394503884842%
nbody                 inline_param         0.30361949171950003  0.00014059145355712247  0.30450124015325     7.045355771217017e-05   0.0008817484337499404    0.2904123278635045%
insertsort            fre                  0.3894201065935208   0.00011107034625795116  0.3905535177871458   0.00013764207757846228  0.0011334111936250335    0.29105102033370234%
sglib-queue           profile              0.19713552978374993  6.466265424694737e-05   0.19771075649097913  6.344290315048457e-05   0.0005752267072292039    0.2917925083622447%
qurt                  inline_param         0.292831650127625    4.329070266164825e-05   0.29369313412891657  5.293869810381131e-05   0.0008614840012915459    0.2941908775626148%
crc32                 release_ssa          0.33869010845779174  6.739355403846402e-05   0.33969412157866663  8.023925037020729e-05   0.0010040131208748915    0.2964400482336536%
newlib-mod            release_ssa          0.18264818275747915  0.00013215590898510486  0.18319042985358333  0.0001357165541999454   0.0005422470961041759    0.2968806411965091%
crc                   inline_param         0.276642910509125    0.00023972939466703987  0.2774657641063194   0.00017809556911052105  0.0008228535971944173    0.2974425029291599%
aha-mont64            ehcleanup            0.2156673531803125   0.001551848669168905    0.21630982314174999  0.0013651696748083538   0.0006424699614374918    0.29789857016529686%
newlib-exp            switchconv           0.2377351852688333   4.156539998135887e-05   0.23844503465239586  3.5477345220054636e-05  0.0007098493835625552    0.298588272812815%
sglib-hashtable       eipa_sra             0.16650611570816662  6.504054806146657e-05   0.16700675544295837  5.110018062836897e-05   0.0005006397347917524    0.3006734813688273%
st                    inline_param         0.33878525006833327  0.00018131371963511265  0.3398128183092777   0.00019027150062242478  0.0010275682409444098    0.30330961596974737%
mergesort             whole-program        0.29398335133043757  0.00018041762821724314  0.29488545549437506  0.0001514902190079489   0.0009021041639374894    0.30685552765317087%
prime                 switchconv           0.22488247441574993  2.87714815408793e-05    0.22557368953152082  3.353492720472146e-05   0.0006912151157708879    0.3073672670877005%
lcdnum                cp                   0.4155512710138334   0.0034015954097103883   0.41683372132281243  0.0046138431729164184   0.001282450308979055     0.3086142188544439%
tarai                 switchconv           0.24861005957454171  5.205539229572511e-05   0.24938276569543757  6.628538887464766e-05   0.0007727061208958608    0.31081048056471633%
dijkstra              copyprop             0.2035141301903958   1.873941093339237e-05   0.204155451031125    2.4209430851844265e-05  0.0006413208407292093    0.3151234954198155%
fft                   early_optimizations  0.4505370958338543   0.0008069324388264539   0.45196510704127074  0.0013606214477555642   0.0014280112074164242    0.3169575203953984%
sglib-arrayheapsort   inline_param         0.10034270347667501  0.00010460053092322676  0.10066125286942358  7.979576282542576e-05   0.0003185493927485711    0.3174614413519553%
crc                   fre                  0.2768197368432708   0.00019085165541039698  0.27770036457077085  0.0001953640242552581   0.0008806277275000274    0.3181231719754936%
strstr                copyprop             0.22961133814927093  6.587826512079864e-05   0.23035249169458336  5.779444668529402e-05   0.0007411535453124285    0.3227861268900417%
aha-compress          inline_param         0.16979526327424999  2.8121816927956516e-05  0.17034387725140282  1.81281350040084e-05    0.0005486139771528342    0.32310322830780247%
minver                inline_param         0.30022701657925     0.0001423496869307114   0.30120035989538885  6.684747543096404e-05   0.0009733433161388527    0.3242024409491883%
slre                  emutls               0.2593693816025      0.00013618003591067332  0.2602112524517917   0.00011363381118165155  0.0008418708492917149    0.32458374388305217%
aha-mont64            profile              0.21563446261681243  0.0014871730820240129   0.21634271370525004  0.0014297998907432427   0.0007082510884376114    0.3284498590080151%
dijkstra              eipa_sra             0.2035003213585833   2.0321099818923585e-05  0.20416925986293746  2.260926385472801e-05   0.0006689385043541496    0.3287161906616492%
nettle-md5            eipa_sra             0.24177205024385418  3.0561430159165714e-05  0.2425714210354166   2.8304679691017413e-05  0.0007993707915624204    0.33062994285574593%
ctl-stack             eipa_sra             0.1176589811659375   9.495029776328934e-06   0.118048657751375    1.157806444929452e-05   0.0003896765854375095    0.33119153470140844%
ud                    copyprop             0.18427376160116662  2.229488292760823e-05   0.18488485411187497  3.0592776649214234e-05  0.0006110925107083442    0.3316220960588865%
ludcmp                inline_param         0.2998258553086667   6.551491345706851e-05   0.3008247821126111   5.0705853281806e-05     0.0009989268039444221    0.3331690000237106%
nbody                 switchconv           0.30377424132435416  5.895302523988508e-05   0.30478736476527085  0.00011605051978625607  0.0010131234409166967    0.33351196483935475%
sglib-arraybinsearch  release_ssa          0.3490901624592709   0.00017885411118278644  0.35026098407616657  0.00016885143415795685  0.0011708216168956898    0.3353923263398441%
